PrecinctID,PrecinctPop,DemocratP,GreenP,LibertarianP,OtherPartiesP,RepublicanP,UnaffiliatedP
24005010-001,2724,0.317548,0.00256975,0.00770925,0.0106461,0.481645,0.179883
24005010-002,1696,0.334316,0.00176887,0.00589623,0.0159198,0.445165,0.196934
24005010-003,1495,0.332441,0.00334448,0.00869565,0.0107023,0.49097,0.153846
24005010-004,2079,0.304473,0.003367,0.00962001,0.00721501,0.508418,0.166907
24005010-005,338,0.369822,0.00295858,0,0.00887574,0.443787,0.174556
24005010-006,13,0.461538,0,0,0,0.538462,0
24005010-007,676,0.346154,0.00295858,0.00887574,0.0207101,0.409763,0.211538
24005011-001,1823,0.359298,0.00274273,0.00603401,0.0148108,0.465716,0.151399
24005011-002,2806,0.325018,0.00320741,0.0067712,0.0121169,0.503564,0.149323
24005011-003,4184,0.279637,0.0040631,0.00717017,0.00717017,0.550191,0.151769
24005011-004,2405,0.407484,0.000831601,0.0049896,0.00665281,0.369231,0.210811
24005011-005,2550,0.360784,0.000784314,0.00470588,0.00823529,0.432157,0.193333
24005011-006,1990,0.376884,0.00201005,0.00603015,0.00854271,0.430653,0.175879
24005011-007,4010,0.416708,0.00274314,0.00473815,0.00997506,0.382544,0.183292
24005011-008,1998,0.427928,0.0015015,0.00600601,0.00850851,0.38989,0.166166
24005011-009,2514,0.502784,0.00159109,0.00676213,0.00914877,0.287192,0.192522
24005011-010,3051,0.504753,0.00327761,0.00557194,0.00721075,0.301868,0.177319
24005011-011,3399,0.462489,0.00294204,0.00853192,0.00823772,0.314798,0.203001
24005011-012,3421,0.443438,0.00146156,0.00701549,0.00935399,0.368898,0.169833
24005011-013,1026,0.465887,0.00194932,0.00877193,0.00877193,0.296296,0.218324
24005011-014,2694,0.396065,0.00111359,0.00668151,0.0103935,0.41314,0.172606
24005011-015,1935,0.52093,0.000516796,0.000516796,0.00671835,0.398966,0.0723514
24005011-016,1775,0.568451,0.00338028,0.00732394,0.0101408,0.214085,0.19662
24005011-017,3302,0.442459,0.0045427,0.00605694,0.00847971,0.351302,0.187159
24005011-018,668,0.401198,0.00149701,0.00149701,0.011976,0.398204,0.185629
24005011-019,2669,0.472836,0.00224803,0.00599475,0.00449607,0.30873,0.205695
24005011-020,89,0.258427,0,0.011236,0.011236,0.47191,0.247191
24005011-021,666,0.487988,0.0015015,0.00600601,0.003003,0.294294,0.207207
24005011-022,3824,0.42181,0.00156904,0.00523013,0.00889121,0.391475,0.171025
24005011-023,895,0.387709,0.00335196,0.00223464,0.0145251,0.455866,0.136313
24005011-024,366,0.377049,0.00273224,0.00819672,0.00546448,0.445355,0.161202
24005011-026,354,0.268362,0.00282486,0.0141243,0.00282486,0.50565,0.206215
24005011-027,15,0.333333,0,0,0.0666667,0.266667,0.333333
24005012-001,2098,0.494757,0.00190658,0.00714967,0.00905624,0.304576,0.182555
24005012-002,2489,0.523503,0.00683005,0.00482121,0.00642828,0.261953,0.196464
24005012-003,2971,0.481993,0.00302928,0.00673174,0.0111074,0.315045,0.182094
24005012-004,3483,0.473155,0.00172265,0.00488085,0.010623,0.316681,0.192937
24005012-005,2655,0.46403,0.00150659,0.0079096,0.00828625,0.303578,0.214689
24005012-006,2722,0.515062,0.00220426,0.00771492,0.00514328,0.232917,0.236958
24005012-007,3556,0.496625,0.00253093,0.00674916,0.00899888,0.2964,0.188695
24005012-008,2203,0.490241,0.00590104,0.00726282,0.00635497,0.299591,0.190649
24005012-009,1060,0.533962,0.00283019,0.00849057,0.0150943,0.248113,0.191509
24005012-010,2433,0.544595,0.00452117,0.0082203,0.00780929,0.259762,0.175092
24005012-011,3159,0.528648,0.00316556,0.00601456,0.00696423,0.263374,0.191833
24005012-012,2201,0.460245,0.00227169,0.0109041,0.00954112,0.31304,0.203998
24005012-013,1610,0.816149,0.000621118,0.00496894,0.00434783,0.0434783,0.130435
24005013-001,2299,0.517616,0.00478469,0.00739452,0.0117442,0.23619,0.222271
24005013-002,1712,0.428738,0.00408879,0.0122664,0.0122664,0.332944,0.209696
24005013-003,2742,0.412108,0.00510576,0.00765864,0.0113056,0.358862,0.20496
24005013-004,2605,0.403839,0.000383877,0.00652591,0.00998081,0.371593,0.207678
24005013-005,2861,0.404754,0.00279623,0.00699056,0.0087382,0.36316,0.213562
24005013-006,971,0.469619,0.0030896,0.0061792,0.00720906,0.289392,0.224511
24005013-007,1937,0.611255,0.00154879,0.00671141,0.00671141,0.186371,0.187403
24005013-008,1668,0.409472,0.00239808,0.00899281,0.00779376,0.369904,0.201439
24005013-009,3870,0.511886,0.00232558,0.00801034,0.00801034,0.261757,0.20801
24005014-001,2100,0.425714,0.00333333,0.0104762,0.00761905,0.358571,0.194286
24005014-002,3687,0.525359,0.00189856,0.00623813,0.00759425,0.278817,0.180092
24005014-003,3181,0.541025,0.0018862,0.0056586,0.00597296,0.251808,0.19365
24005014-004,416,0.509615,0,0.00480769,0,0.310096,0.175481
24005014-005,804,0.640547,0.00124378,0.00621891,0.00870647,0.15796,0.185323
24005014-006,3220,0.504658,0.0015528,0.00807453,0.00807453,0.308385,0.169255
24005014-007,2478,0.545601,0.00161421,0.00686037,0.00887813,0.255448,0.181598
24005014-008,3416,0.743267,0.00263466,0.00526932,0.00819672,0.115925,0.124707
24005014-009,3662,0.679956,0.00191152,0.00491535,0.00737302,0.14746,0.158383
24005014-010,2297,0.604266,0.0017414,0.00522421,0.00653026,0.234219,0.148019
24005014-011,2405,0.588358,0.0029106,0.0033264,0.0120582,0.226195,0.167152
24005014-012,2004,0.451597,0.00249501,0.00998004,0.00698603,0.337325,0.191617
24005014-013,2370,0.606751,0.00421941,0.00379747,0.0122363,0.202532,0.170464
24005014-014,624,0.613782,0,0.00641026,0.00480769,0.225962,0.149038
24005015-001,1412,0.532578,0.00637394,0.00637394,0.0120397,0.220255,0.22238
24005015-002,2572,0.46112,0.00622084,0.00777605,0.00777605,0.323484,0.193624
24005015-003,2166,0.414127,0.000461681,0.00554017,0.00923361,0.386427,0.184211
24005015-004,3496,0.591819,0.00143021,0.00772311,0.00915332,0.203375,0.186499
24005015-005,5983,0.567608,0.00200568,0.00551563,0.00718703,0.241852,0.175832
24005015-006,2445,0.361145,0.00204499,0.00736196,0.00695297,0.453579,0.168916
24005015-007,3008,0.522939,0.00199468,0.00598404,0.00631649,0.280253,0.182513
24005015-008,2693,0.46788,0.001114,0.006684,0.00482733,0.340884,0.178611
24005015-009,1214,0.385502,0.00247117,0.0123558,0.00658979,0.412685,0.180395
24005015-010,2702,0.555885,0.00259067,0.00777202,0.00666173,0.244634,0.182457
24005015-011,2842,0.527445,0.00281492,0.00879662,0.00774103,0.262491,0.190711
24005015-012,1865,0.446649,0.00107239,0.00643432,0.00375335,0.366756,0.175335
24005015-013,1581,0.408602,0.000632511,0.0056926,0.0113852,0.383302,0.190386
24005015-014,961,0.421436,0.00208117,0.0062435,0.0114464,0.362123,0.19667
24005015-015,2242,0.453613,0.00535236,0.0111508,0.0129349,0.306869,0.21008
24005015-016,2305,0.509761,0.0021692,0.00347072,0.00694143,0.288069,0.189588
24005015-017,3233,0.680483,0.00216517,0.00433034,0.00433034,0.153727,0.154964
24005015-018,2419,0.483671,0.00289376,0.00785449,0.00785449,0.318727,0.179
24005015-019,3381,0.404614,0.00236616,0.00621118,0.010352,0.408163,0.168293
24005015-020,3931,0.474943,0.00127194,0.00966675,0.0086492,0.321292,0.184177
24005015-021,3900,0.432564,0.00179487,0.00641026,0.00589744,0.383846,0.169487
24005015-022,3217,0.423065,0.00279764,0.00621697,0.00621697,0.382344,0.17936
24005015-023,4038,0.743933,0.00247647,0.00421,0.00866766,0.0908866,0.149827
24005015-024,814,0.527027,0.002457,0.004914,0.0159705,0.325553,0.124079
24005015-025,3065,0.406852,0.00195759,0.00619902,0.00685155,0.38956,0.188581
24005015-026,1896,0.325949,0.00263713,0.0021097,0.0100211,0.505802,0.153481
24009001-001,2833,0.383339,0.00247088,0.00494176,0.00670667,0.429227,0.173315
24009001-002,2684,0.437779,0.0033532,0.0085693,0.00298063,0.357675,0.189642
24009001-003,2472,0.341424,0.00121359,0.00768608,0.00687702,0.416262,0.226537
24009001-004,2527,0.339137,0.0015829,0.00791452,0.00514444,0.475663,0.170558
24009001-005,3092,0.353816,0.00291074,0.0119664,0.00549806,0.390686,0.235123
24009001-006,3085,0.347164,0.00388979,0.0110211,0.00680713,0.389951,0.241167
24009001-007,2941,0.350901,0.00136008,0.0105406,0.00714043,0.425026,0.205032
24009002-001,3165,0.369352,0.00221169,0.00631912,0.00726698,0.435703,0.179147
24009002-002,3034,0.409031,0.00164799,0.00362558,0.00461437,0.407713,0.173368
24009002-003,2670,0.313483,0.00149813,0.00599251,0.00411985,0.48764,0.187266
24009002-004,3374,0.436574,0.00118554,0.00533491,0.00622407,0.368405,0.182276
24009002-005,3125,0.31648,0.00096,0.00608,0.00768,0.45408,0.21472
24009002-006,2367,0.346853,0.000422476,0.00549218,0.00549218,0.44191,0.199831
24009002-007,2292,0.291885,0.0017452,0.0065445,0.0069808,0.506545,0.1863
24009002-008,3236,0.35754,0.00216316,0.00339926,0.00463535,0.440049,0.192213
24009003-001,2136,0.381086,0.00561798,0.0121723,0.00468165,0.351124,0.245318
24009003-002,2601,0.415994,0.00269127,0.00615148,0.00384468,0.370242,0.201077
24009003-003,3041,0.382111,0.00131536,0.00591911,0.00559027,0.415653,0.189411
24009003-004,2658,0.341234,0.00413845,0.00978179,0.00564334,0.397667,0.241535
24009003-005,3126,0.40755,0.000639795,0.00895713,0.00703775,0.399232,0.176583
24009003-006,2438,0.321165,0,0.00943396,0.00615258,0.469237,0.194011
24009003-007,3023,0.312934,0.000661594,0.00727754,0.00628515,0.467416,0.205425
24009003-008,3336,0.353118,0.00329736,0.0059952,0.00659472,0.388789,0.242206
24011001-001,1294,0.285162,0.00231839,0.00927357,0.00772798,0.48068,0.214838
24011002-001,3514,0.291975,0.000853728,0.0059761,0.00739898,0.481787,0.212009
24011003-001,4682,0.367792,0.00106792,0.00598035,0.00363093,0.431867,0.189663
24011004-001,2651,0.314598,0,0.00377216,0.00452659,0.503584,0.173519
24011005-001,2758,0.414793,0.00181291,0.00543872,0.00507614,0.385787,0.187092
24011006-001,1505,0.293023,0.0013289,0.00531561,0.00465116,0.52093,0.174751
24011007-001,2423,0.353281,0.00165085,0.00619067,0.00619067,0.463062,0.169624
24011008-001,1408,0.272727,0.00213068,0.00994318,0.00568182,0.53125,0.178267
24013001-001,3625,0.249379,0.00386207,0.00331034,0.00551724,0.549793,0.188138
24013001-002,2668,0.255622,0.00187406,0.00712144,0.005997,0.513868,0.215517
24013002-001,1331,0.242675,0.00375657,0.00601052,0.00601052,0.589031,0.152517
24013002-002,1669,0.215698,0.000599161,0.00599161,0.00599161,0.591372,0.180348
24013003-001,3960,0.229545,0.00227273,0.00555556,0.00530303,0.569949,0.187374
24013004-001,6017,0.27173,0.00166196,0.00747881,0.00664783,0.529167,0.183314
24013004-002,2438,0.251846,0.00123052,0.00984413,0.00615258,0.555783,0.175144
24013004-003,4960,0.252218,0.00120968,0.0078629,0.00625,0.551815,0.180645
24013005-001,3119,0.306188,0.00256492,0.00929785,0.00673293,0.448221,0.226996
24013005-002,4885,0.282088,0.000614125,0.00716479,0.00818833,0.493756,0.208188
24013005-003,2603,0.278525,0.00345755,0.00922013,0.0115252,0.477526,0.219746
24013005-004,7550,0.297483,0.00198675,0.00675497,0.00821192,0.470993,0.21457
24013005-005,2562,0.287666,0.00117096,0.00702576,0.0136612,0.447697,0.242779
24013005-006,495,0.40202,0,0.0020202,0.00808081,0.454545,0.133333
24013006-001,5655,0.221043,0.00123784,0.00548187,0.00636605,0.57878,0.187091
24013006-002,4699,0.228772,0.00170249,0.00787402,0.00532028,0.573526,0.182805
24013007-001,1824,0.300987,0.00219298,0.0060307,0.0115132,0.467654,0.211623
24013007-002,3271,0.265362,0.0018343,0.00917151,0.00886579,0.519107,0.195659
24013007-003,3191,0.362896,0.00282043,0.00908806,0.00658101,0.403635,0.21498
24013007-004,6197,0.300468,0.00484105,0.00693884,0.00758431,0.485558,0.19461
24013007-005,820,0.353659,0.00365854,0.00609756,0.00487805,0.504878,0.126829
24013007-006,2392,0.308946,0.0020903,0.00919732,0.00877926,0.498328,0.172659
24013007-007,5413,0.30279,0.00277111,0.0107149,0.00443377,0.462775,0.216516
24013007-008,1798,0.246385,0.00166852,0.00778643,0.00389321,0.568409,0.171858
24013008-001,4585,0.243621,0.00283533,0.00610687,0.00697928,0.550709,0.189749
24013008-002,3384,0.237589,0.00177305,0.00679669,0.00591017,0.554374,0.193558
24013008-003,2579,0.265607,0.00116324,0.00930593,0.00775494,0.505622,0.210547
24013009-001,3828,0.236938,0.00130617,0.00992685,0.00574713,0.555643,0.190439
24013009-002,1888,0.252648,0.00105932,0.00317797,0.0111229,0.537606,0.194386
24013010-001,917,0.202835,0,0.00545256,0.00218103,0.627045,0.162486
24013011-001,2683,0.225867,0.0022363,0.00894521,0.00708163,0.55833,0.19754
24013012-001,961,0.269511,0.00208117,0.0104058,0.00520291,0.521332,0.191467
24013013-001,7531,0.260789,0.00185898,0.00584252,0.00610809,0.517196,0.208206
24013014-001,2842,0.271288,0.00281492,0.0105559,0.00492611,0.525334,0.185081
24013014-002,5722,0.25166,0.0019224,0.0087382,0.00751485,0.532506,0.197658
24013014-003,854,0.223653,0.00351288,0.00702576,0.00351288,0.531616,0.230679
24015001-001,3165,0.337757,0.000315956,0.00884676,0.0101106,0.440126,0.202844
24015002-001,1919,0.313705,0.00521105,0.00885878,0.0114643,0.442939,0.217822
24015002-002,1943,0.327844,0.00102934,0.00566135,0.00874936,0.438497,0.218219
24015003-001,4037,0.418875,0.0027248,0.00693584,0.00916522,0.327719,0.23458
24015003-002,1583,0.314593,0.00189514,0.00631712,0.00694883,0.457991,0.212255
24015003-003,3514,0.407228,0.00369949,0.00796813,0.00682982,0.339215,0.23506
24015003-004,618,0.36246,0.00161812,0.00485437,0.00647249,0.42233,0.202265
24015003-005,1081,0.437558,0.00462535,0.00370028,0.00740056,0.308973,0.237743
24015003-006,2114,0.30369,0.00283822,0.00614948,0.00993377,0.463103,0.214286
24015003-007,2306,0.481787,0.00173461,0.00867303,0.00607112,0.296618,0.205117
24015004-001,3964,0.317608,0.0025227,0.00580222,0.00832492,0.429112,0.23663
24015004-002,1988,0.453219,0.00402414,0.00804829,0.00955734,0.28169,0.243461
24015005-001,2384,0.325923,0.000838926,0.00503356,0.0134228,0.416527,0.238255
24015005-002,2500,0.3424,0.002,0.01,0.0092,0.4276,0.2088
24015005-003,4616,0.277296,0.00129983,0.0062825,0.00714905,0.490251,0.217721
24015005-004,1894,0.372756,0.00263992,0.0095037,0.0095037,0.354805,0.250792
24015005-005,3936,0.298018,0.00228659,0.00762195,0.00787602,0.45122,0.232978
24015005-006,701,0.312411,0.00713267,0.0042796,0.0042796,0.459344,0.212553
24015006-001,3359,0.262876,0.00178625,0.0077404,0.00654957,0.524263,0.196785
24015006-002,2960,0.264189,0.00135135,0.00439189,0.010473,0.5125,0.207095
24015006-003,749,0.226969,0,0.00133511,0.00267023,0.568758,0.200267
24015007-001,3044,0.279238,0.00197109,0.00689882,0.011498,0.481932,0.218463
24015007-002,3282,0.398537,0.00182815,0.00670323,0.00700792,0.388787,0.197136
24015007-003,748,0.34492,0.0040107,0.00802139,0.00668449,0.406417,0.229947
24015007-004,396,0.282828,0.00252525,0,0.00252525,0.494949,0.217172
24015008-001,2632,0.237462,0.00265957,0.00417933,0.0102584,0.537614,0.207827
24015009-001,1928,0.243257,0.000518672,0.00570539,0.00778008,0.570539,0.172199
24015009-002,1551,0.279819,0.00128949,0.00644745,0.0128949,0.502257,0.197292
24017001-001,3511,0.532042,0.000854457,0.00484193,0.00455711,0.27599,0.181715
24017001-002,2740,0.39635,0.00145985,0.00364964,0.00474453,0.427372,0.166423
24017001-003,3102,0.453901,0.00225661,0.0035461,0.00386847,0.353643,0.182785
24017001-004,2315,0.410367,0.000863931,0.00647948,0.00647948,0.397408,0.178402
24017002-001,1507,0.399469,0.00265428,0.00530856,0.0106171,0.402123,0.179827
24017003-001,2244,0.496435,0.00222816,0.00445633,0.00534759,0.322638,0.168895
24017004-001,2234,0.330797,0.00179051,0.00581916,0.00313339,0.484781,0.173679
24017004-002,1813,0.327082,0.00110314,0.00606729,0.00717044,0.483177,0.1754
24017005-001,3018,0.408549,0.000662691,0.00397614,0.00397614,0.40391,0.178926
24017006-001,2291,0.432999,0.00174596,0.00611087,0.00611087,0.377128,0.175906
24017006-002,3980,0.609296,0.00125628,0.00628141,0.00376884,0.230905,0.148492
24017006-003,2643,0.717745,0.00113507,0.00567537,0.00227015,0.120696,0.152478
24017006-004,3568,0.745235,0.000560538,0.00280269,0.0044843,0.101738,0.145179
24017006-005,3840,0.78724,0.000520833,0.00442708,0.003125,0.0739583,0.130729
24017006-006,3172,0.630832,0.000945776,0.00346784,0.00567465,0.19483,0.16425
24017006-007,3334,0.720156,0.0014997,0.0059988,0.00479904,0.126875,0.140672
24017006-008,1954,0.701126,0.00153531,0.00614125,0.00460594,0.131525,0.155067
24017006-009,2497,0.744093,0.00120144,0.00520625,0.00360433,0.104926,0.140969
24017006-010,3619,0.757668,0.00110528,0.00276319,0.00497375,0.0920144,0.141476
24017006-011,2291,0.706678,0.00174596,0.00261894,0.00349192,0.131384,0.154081
24017006-012,1470,0.668707,0.00136054,0.00340136,0.00612245,0.142857,0.177551
24017006-013,3720,0.662634,0.00268817,0.00215054,0.0061828,0.166398,0.159946
24017006-014,4101,0.677883,0.0017069,0.00438917,0.00414533,0.155328,0.156547
24017006-015,2276,0.756151,0.00307557,0.00483304,0.00351494,0.0826011,0.149824
24017006-016,1717,0.63774,0.00174723,0.00465929,0.00291206,0.160163,0.192778
24017006-017,1616,0.67203,0.00371287,0.00185644,0.00556931,0.159035,0.157797
24017006-018,3693,0.782562,0.00135391,0.0016247,0.00352017,0.0668833,0.144056
24017006-019,2480,0.587097,0.000403226,0.00645161,0.00322581,0.210887,0.191935
24017006-020,1351,0.607698,0.000740192,0.00666173,0.00592154,0.196151,0.182828
24017006-021,1662,0.657641,0.000601685,0.00361011,0.00240674,0.145608,0.190132
24017006-022,2326,0.766122,0.000859845,0.00472915,0.00472915,0.0928633,0.130696
24017007-001,1206,0.429519,0.000829187,0.00829187,0.00497512,0.339967,0.216418
24017007-002,2586,0.696056,0.00232019,0.00386698,0.00232019,0.143465,0.151972
24017007-003,3292,0.675577,0.00243013,0.00425273,0.00212637,0.164945,0.150668
24017007-004,2890,0.740138,0.00207612,0.00207612,0.00276817,0.124221,0.12872
24017008-001,3576,0.424217,0.00167785,0.00727069,0.00447427,0.394295,0.168065
24017008-002,2260,0.547345,0.00265487,0.00619469,0.00619469,0.273894,0.163717
24017008-003,1835,0.586921,0.000544959,0.00544959,0.00599455,0.212534,0.188556
24017008-004,4187,0.617387,0,0.00525436,0.00358252,0.215668,0.158108
24017008-005,493,0.399594,0.0020284,0.0040568,0.010142,0.399594,0.184584
24017009-001,2531,0.515606,0.0015804,0.00513631,0.00750691,0.298301,0.171869
24017009-002,2398,0.418265,0.00166806,0.00500417,0.00500417,0.378232,0.191827
24017010-001,2795,0.566726,0.00286225,0.0039356,0.00536673,0.257603,0.163506
24019001-001,1111,0.266427,0.00090009,0.00270027,0.00360036,0.565257,0.161116
24019002-001,1169,0.254919,0.00342173,0.00427716,0.00598802,0.582549,0.148845
24019002-002,216,0.569444,0,0.00925926,0.00462963,0.25463,0.162037
24019002-003,119,0.218487,0,0,0.00840336,0.672269,0.10084
24019002-004,207,0.328502,0.00483092,0,0.0144928,0.52657,0.125604
24019003-001,242,0.433884,0,0,0,0.433884,0.132231
24019003-002,348,0.577586,0,0.00287356,0.00287356,0.295977,0.12069
24019004-001,158,0.246835,0,0,0.0126582,0.632911,0.107595
24019005-001,203,0.403941,0.00492611,0.00492611,0.00492611,0.463054,0.118227
24019006-001,298,0.379195,0.0033557,0.00671141,0.0100671,0.489933,0.110738
24019007-001,794,0.429471,0.00125945,0.00377834,0.00251889,0.392947,0.170025
24019007-002,3275,0.767634,0.000305344,0.00519084,0.00427481,0.0974046,0.125191
24019007-003,518,0.287645,0.0019305,0.0019305,0.00772201,0.588803,0.111969
24019007-004,585,0.57265,0.0017094,0.0034188,0.0034188,0.271795,0.147009
24019007-005,221,0.764706,0,0.00452489,0.00452489,0.0995475,0.126697
24019007-006,2226,0.398922,0.00224618,0.00808625,0.00539084,0.440252,0.145103
24019007-007,403,0.712159,0,0,0.0124069,0.163772,0.111663
24019007-008,51,0.509804,0,0,0.0196078,0.372549,0.0980392
24019007-009,1145,0.534498,0.00262009,0.00262009,0.00349345,0.289956,0.166812
24019007-010,242,0.623967,0,0.0206612,0.00413223,0.219008,0.132231
24019007-011,46,0.282609,0,0,0,0.521739,0.195652
24019008-001,677,0.319055,0,0.00295421,0.0103397,0.509601,0.15805
24019009-001,488,0.321721,0.00409836,0.00204918,0.00819672,0.555328,0.108607
24019010-001,209,0.37799,0,0.00478469,0,0.454545,0.162679
24019011-001,45,0.222222,0,0,0,0.711111,0.0666667
24019012-001,301,0.332226,0,0.00664452,0.00996678,0.448505,0.202658
24019012-002,381,0.580052,0,0.0131234,0.00262467,0.278215,0.125984
24019013-001,178,0.252809,0,0.00561798,0,0.651685,0.0898876
24019013-002,134,0.619403,0,0,0,0.246269,0.134328
24019014-001,1037,0.323047,0,0.00192864,0.00192864,0.540984,0.132112
24019014-002,68,0.617647,0,0,0,0.323529,0.0588235
24019014-003,762,0.364829,0,0.00787402,0.00131234,0.489501,0.136483
24019015-001,1654,0.336155,0.000604595,0.00725514,0.00604595,0.486699,0.163241
24019015-002,94,0.329787,0,0,0,0.478723,0.191489
24019015-003,1163,0.641445,0.000859845,0.00257954,0.00601892,0.199484,0.149613
24019016-001,380,0.268421,0.00263158,0.00789474,0.00263158,0.560526,0.157895
24019017-001,138,0.311594,0,0.00724638,0,0.565217,0.115942
24019017-002,28,0.428571,0,0,0,0.357143,0.214286
24019018-001,46,0.434783,0,0,0,0.391304,0.173913
24021001-001,3035,0.337068,0.00131796,0.00560132,0.00230643,0.435914,0.217792
24021001-002,3761,0.455198,0.00079766,0.00904015,0.00079766,0.270939,0.263228
24021001-003,1737,0.352907,0.00115141,0.00863558,0.00230282,0.393207,0.241796
24021002-001,3148,0.555591,0.00635324,0.0108005,0.00317662,0.204574,0.219504
24021002-002,1232,0.524351,0.00487013,0.0121753,0.000811688,0.246753,0.211039
24021002-003,3365,0.498068,0.00445765,0.0106984,0.00416048,0.256464,0.226152
24021002-004,4405,0.501703,0.00272418,0.00908059,0.00272418,0.224518,0.259251
24021002-005,3871,0.521054,0.0041333,0.0074916,0.00129166,0.261431,0.204598
24021002-006,2811,0.438278,0.00142298,0.00818214,0.00177873,0.330487,0.219851
24021002-007,3535,0.464215,0.00537482,0.0127298,0.00282885,0.279208,0.235644
24021002-008,3657,0.484003,0.00300793,0.0073831,0.00191414,0.272081,0.231611
24021002-010,4313,0.474843,0.00208671,0.00672386,0.00231857,0.293299,0.220728
24021002-011,2698,0.5404,0.00704225,0.00815419,0.00481838,0.224981,0.214603
24021002-013,3218,0.538222,0.00310752,0.00745805,0.00279677,0.217526,0.230889
24021002-014,1638,0.452991,0,0.010989,0.0018315,0.30525,0.228938
24021002-015,4293,0.432099,0.00232937,0.00745399,0.00139762,0.335663,0.221058
24021002-016,2156,0.516698,0.00324675,0.0115955,0.00139147,0.231447,0.235622
24021002-017,2274,0.594107,0.0057168,0.00747581,0.00527704,0.158751,0.228672
24021002-018,1757,0.414343,0.0011383,0.00853728,0.0011383,0.319294,0.255549
24021003-001,2029,0.309512,0.00246427,0.00443568,0.000492854,0.472154,0.210941
24021003-002,3436,0.302386,0.000582072,0.00669383,0.000873108,0.491851,0.197614
24021003-003,2280,0.306579,0.000438596,0.0109649,0.00131579,0.439035,0.241667
24021004-001,824,0.226942,0.00242718,0.00728155,0.00242718,0.567961,0.192961
24021005-001,3438,0.280396,0.00203607,0.00668994,0.0026178,0.490401,0.217859
24021006-001,1545,0.222654,0.002589,0.0038835,0.002589,0.587702,0.180583
24021007-001,2095,0.362768,0.00429594,0.0109785,0.00334129,0.386158,0.232458
24021007-002,4588,0.408457,0.00196164,0.0065388,0.0021796,0.288361,0.292502
24021007-003,2667,0.327334,0.00149981,0.00374953,0.00112486,0.433071,0.233221
24021007-004,2343,0.417414,0.00170721,0.00682885,0.00128041,0.331626,0.241144
24021007-005,86,0.290698,0.0116279,0,0,0.488372,0.209302
24021007-006,5,0.8,0,0,0,0.2,0
24021007-007,451,0.361419,0.00221729,0.00221729,0.00221729,0.390244,0.241685
24021008-001,1823,0.279759,0.00164564,0.00658256,0.000548546,0.506308,0.205156
24021009-001,3209,0.289187,0.00249299,0.00623247,0.00155812,0.450296,0.250234
24021009-002,3954,0.307031,0.00151745,0.00682853,0.00227618,0.463581,0.218766
24021009-003,596,0.312081,0.00503356,0.0100671,0.00671141,0.449664,0.216443
24021009-004,3504,0.28339,0.00199772,0.00599315,0.00171233,0.484018,0.222888
24021009-005,1467,0.31152,0.000681663,0.00954329,0.00136333,0.434219,0.242672
24021009-006,3324,0.366125,0.00240674,0.005716,0.000601685,0.397413,0.227738
24021009-007,4406,0.322288,0.00272356,0.00953246,0.00226963,0.415343,0.247844
24021009-008,1241,0.377115,0.00241741,0.00402901,0.000805802,0.379533,0.2361
24021009-009,1116,0.323477,0.00358423,0.00537634,0.00358423,0.418459,0.24552
24021010-001,1515,0.208581,0.00264026,0.0118812,0.000660066,0.587459,0.188779
24021011-001,2254,0.240018,0.00266193,0.011535,0.00133097,0.555013,0.189441
24021012-001,2874,0.336813,0.00278358,0.0118302,0.00104384,0.400835,0.246695
24021012-002,1,1,0,0,0,0,0
24021013-001,4161,0.341745,0.000961307,0.00865177,0.00240327,0.415765,0.230473
24021013-002,142,0.260563,0.00704225,0.00704225,0,0.492958,0.232394
24021013-003,279,0.34767,0,0.00358423,0.00716846,0.394265,0.247312
24021014-001,3302,0.307692,0.000302847,0.00605694,0.00151423,0.486069,0.198365
24021014-002,494,0.275304,0.00202429,0.00202429,0,0.548583,0.172065
24021015-001,2847,0.257815,0.00210748,0.00772743,0.00140499,0.526168,0.204777
24021015-002,3260,0.267178,0.00306748,0.00521472,0.000920245,0.515644,0.207975
24021016-001,3290,0.276596,0.00243161,0.00547112,0.00182371,0.482675,0.231003
24021017-001,1529,0.233486,0.00130804,0.00915631,0.00392413,0.557881,0.194245
24021018-001,3405,0.274009,0.000881057,0.0041116,0.0020558,0.48928,0.229662
24021018-002,2498,0.230184,0.0020016,0.00840673,0.0020016,0.542834,0.214572
24021018-003,1408,0.291193,0.00213068,0.00568182,0.00213068,0.487926,0.210938
24021019-001,1337,0.215408,0.000747943,0.0112191,0.00373972,0.572924,0.195961
24021020-001,2185,0.276888,0.00228833,0.00686499,0.001373,0.510297,0.202288
24021021-001,1832,0.295852,0.00436681,0.010917,0.00163755,0.485262,0.201965
24021021-002,1839,0.435019,0.00108755,0.00652529,0.00380642,0.332246,0.221316
24021021-003,1274,0.367347,0.00392465,0.00706436,0.00156986,0.424647,0.195447
24021021-004,2713,0.437523,0.00221157,0.00626613,0.00294877,0.327313,0.223738
24021021-007,699,0.340486,0.00429185,0.00143062,0.00429185,0.436338,0.213162
24021021-008,21,0.285714,0,0,0,0.47619,0.238095
24021022-001,1173,0.318841,0.00255754,0.00511509,0.00255754,0.473998,0.196931
24021022-002,2,0.5,0,0,0,0.5,0
24021023-001,4830,0.4,0.00186335,0.00807453,0.00144928,0.352174,0.236439
24021023-002,64,0.546875,0,0,0,0.359375,0.09375
